Date,Message
2026-08-07T21:57:00.000+01:00,GCLOSEHDR;1970-01-01 01:00;2026-08-10 03:28;304;517;8
2026-08-07T21:57:00.000+01:00,GCLOSE;180;EURCHF;A2:14;2026-08-06 00:05;2026-08-06 00:06;1;short;2026-08-06 00:04
2026-08-07T21:57:00.000+01:00,GCLOSE;181;USDCAD;A1:13;2026-08-06 00:09;2026-08-06 00:10;1;long;2026-08-05 23:39
2026-08-07T21:57:00.000+01:00,GCLOSE;182;GBPUSD;A2:14;2026-08-06 00:19;2026-08-06 00:49;2;long;2026-08-06 00:03
2026-08-07T21:57:00.000+01:00,GCLOSE;183;CHFJPY;A2:14;2026-08-06 01:07;2026-08-06 01:08;1;long;2026-08-06 00:58
2026-08-07T21:57:00.000+01:00,GCLOSE;184;GBPJPY;A2:14;2026-08-06 01:12;2026-08-06 01:13;1;long;2026-08-06 01:11
2026-08-07T21:57:00.000+01:00,GCLOSE;185;AUDCAD;A2:14;2026-08-06 01:43;2026-08-06 01:44;1;long;2026-08-06 01:42
2026-08-07T21:57:00.000+01:00,GCLOSE;186;GBPCAD;A2:14;2026-08-06 02:00;2026-08-06 02:01;1;short;2026-08-06 01:41
2026-08-07T21:57:00.000+01:00,GCLOSE;187;GBPJPY;B2:28;2026-08-06 02:08;2026-08-06 02:09;1;short;2026-08-06 01:15
2026-08-07T21:57:00.000+01:00,GCLOSE;188;USDCHF;B2:28;2026-08-06 02:44;2026-08-06 02:45;1;short;2026-08-06 01:55
2026-08-07T21:57:00.000+01:00,GCLOSE;189;GBPCAD;A2:14;2026-08-06 03:38;2026-08-06 03:54;3;short;2026-08-06 03:25
2026-08-07T21:57:00.000+01:00,GCLOSE;190;GBPJPY;A2:14;2026-08-06 04:09;2026-08-06 04:10;1;long;2026-08-06 04:08
2026-08-07T21:57:00.000+01:00,GCLOSE;191;GBPCAD;D2:35;2026-08-06 04:02;2026-08-06 04:28;2;short;2026-08-06 03:59
2026-08-07T21:57:00.000+01:00,GCLOSE;192;GBPJPY;A2:14;2026-08-06 05:25;2026-08-06 06:02;5;long;2026-08-06 04:53
2026-08-07T21:57:00.000+01:00,GCLOSE;193;EURGBP;A2:14;2026-08-06 07:06;2026-08-06 07:07;1;short;2026-08-06 07:04
2026-08-07T21:57:00.000+01:00,GCLOSE;194;EURCHF;C1:11;2026-08-06 07:25;2026-08-06 07:26;1;long;2026-08-06 07:22
2026-08-07T21:57:00.000+01:00,GCLOSE;195;EURGBP;B2:28;2026-08-06 07:39;2026-08-06 07:40;1;long;2026-08-06 07:11
2026-08-07T21:57:00.000+01:00,GCLOSE;196;EURGBP;C2:29;2026-08-06 08:16;2026-08-06 08:17;1;short;2026-08-06 07:44
2026-08-07T21:57:00.000+01:00,GCLOSE;197;CADCHF;A1:13;2026-08-06 09:18;2026-08-06 09:19;1;long;2026-08-06 08:55
2026-08-07T21:57:00.000+01:00,GCLOSE;198;USDCAD;A2:14;2026-08-06 09:17;2026-08-06 09:33;4;long;2026-08-06 08:19
2026-08-07T21:57:00.000+01:00,GCLOSE;199;EURJPY;A2:14;2026-08-06 09:32;2026-08-06 09:33;1;short;2026-08-06 09:31
2026-08-07T21:57:00.000+01:00,GCLOSE;200;EURAUD;A2:14;2026-08-06 09:56;2026-08-06 09:57;1;short;2026-08-06 09:55
2026-08-07T21:57:00.000+01:00,GCLOSE;201;GBPCHF;A2:14;2026-08-06 10:20;2026-08-06 10:21;1;long;2026-08-06 09:21
2026-08-07T21:57:00.000+01:00,GCLOSE;202;AUDCHF;A2:14;2026-08-06 10:21;2026-08-06 10:22;1;long;2026-08-06 10:09
2026-08-07T21:57:00.000+01:00,GCLOSE;203;EURUSD;A2:14;2026-08-06 10:40;2026-08-06 10:41;1;short;2026-08-06 10:39
2026-08-07T21:57:00.000+01:00,GCLOSE;204;AUDJPY;A2:14;2026-08-06 10:46;2026-08-06 10:54;2;long;2026-08-06 10:11
2026-08-07T21:57:00.000+01:00,GCLOSE;205;AUDCAD;A2:14;2026-08-06 11:09;2026-08-06 11:11;2;short;2026-08-06 10:47
2026-08-07T21:57:00.000+01:00,GCLOSE;206;USDCAD;A2:14;2026-08-06 11:02;2026-08-06 11:27;4;short;2026-08-06 11:01
2026-08-07T21:57:00.000+01:00,GCLOSE;207;GBPCAD;A2:14;2026-08-06 11:32;2026-08-06 11:33;1;short;2026-08-06 11:02
2026-08-07T21:57:00.000+01:00,GCLOSE;208;AUDCAD;C1:11;2026-08-06 11:34;2026-08-06 11:35;1;short;2026-08-06 11:20
2026-08-07T21:57:00.000+01:00,GCLOSE;209;CHFJPY;A2:14;2026-08-06 12:07;2026-08-06 12:08;1;long;2026-08-06 12:06
2026-08-07T21:57:00.000+01:00,GCLOSE;210;GBPCHF;D2:35;2026-08-06 12:11;2026-08-06 12:17;3;long;2026-08-06 11:59
2026-08-07T21:57:00.000+01:00,GCLOSE;211;CHFJPY;A1:13;2026-08-06 12:25;2026-08-06 12:26;1;short;2026-08-06 12:09
2026-08-07T21:57:00.000+01:00,GCLOSE;212;EURGBP;A2:14;2026-08-06 12:34;2026-08-06 12:35;1;long;2026-08-06 12:32
2026-08-07T21:57:00.000+01:00,GCLOSE;213;USDJPY;A2:14;2026-08-06 13:01;2026-08-06 13:02;1;short;2026-08-06 12:54
2026-08-07T21:57:00.000+01:00,GCLOSE;214;AUDCAD;A2:14;2026-08-06 13:04;2026-08-06 13:05;1;long;2026-08-06 12:47
2026-08-07T21:57:00.000+01:00,GCLOSE;215;GBPCHF;A1:13;2026-08-06 13:14;2026-08-06 13:45;4;long;2026-08-06 13:07
2026-08-07T21:57:00.000+01:00,GCLOSE;216;EURCAD;B2:28;2026-08-06 14:00;2026-08-06 14:01;1;long;2026-08-06 13:59
2026-08-07T21:57:00.000+01:00,GCLOSE;217;CHFJPY;A2:14;2026-08-06 14:03;2026-08-06 14:04;1;long;2026-08-06 13:56
2026-08-07T21:57:00.000+01:00,GCLOSE;218;GBPCAD;A2:14;2026-08-06 14:36;2026-08-06 14:37;1;long;2026-08-06 14:23
2026-08-07T21:57:00.000+01:00,GCLOSE;219;GBPJPY;A2:14;2026-08-06 15:16;2026-08-06 15:17;1;long;2026-08-06 15:15
2026-08-07T21:57:00.000+01:00,GCLOSE;220;EURCHF;A2:14;2026-08-06 15:55;2026-08-06 15:56;1;long;2026-08-06 15:54
2026-08-07T21:57:00.000+01:00,GCLOSE;221;CHFJPY;B2:28;2026-08-06 15:47;2026-08-06 16:02;2;short;2026-08-06 15:37
2026-08-07T21:57:00.000+01:00,GCLOSE;222;AUDCAD;A2:14;2026-08-06 16:25;2026-08-06 16:26;1;short;2026-08-06 16:24
2026-08-07T21:57:00.000+01:00,GCLOSE;223;GBPJPY;B2:28;2026-08-06 16:42;2026-08-06 16:44;2;short;2026-08-06 16:18
2026-08-07T21:57:00.000+01:00,GCLOSE;224;GBPAUD;B2:28;2026-08-06 16:37;2026-08-06 17:00;4;long;2026-08-06 16:36
2026-08-07T21:57:00.000+01:00,GCLOSE;225;CHFJPY;A2:14;2026-08-06 17:04;2026-08-06 17:05;1;long;2026-08-06 16:57
2026-08-07T21:57:00.000+01:00,GCLOSE;226;USDCHF;A2:14;2026-08-06 17:59;2026-08-06 18:03;2;short;2026-08-06 17:57
2026-08-07T21:57:00.000+01:00,GCLOSE;227;AUDCAD;B2:28;2026-08-06 18:03;2026-08-06 18:07;2;long;2026-08-06 18:02
2026-08-07T21:57:00.000+01:00,GCLOSE;228;GBPCHF;A2:14;2026-08-06 18:11;2026-08-06 18:12;1;long;2026-08-06 17:35
2026-08-07T21:57:00.000+01:00,GCLOSE;229;GBPUSD;A2:14;2026-08-06 18:20;2026-08-06 18:41;4;short;2026-08-06 17:57
2026-08-07T21:57:00.000+01:00,GCLOSE;230;EURCAD;A1:13;2026-08-06 18:45;2026-08-06 18:46;1;short;2026-08-06 18:42
2026-08-07T21:57:00.000+01:00,GCLOSE;231;GBPCAD;A1:13;2026-08-06 18:45;2026-08-06 18:46;1;short;2026-08-06 18:41
2026-08-07T21:57:00.000+01:00,GCLOSE;232;USDJPY;A2:14;2026-08-06 18:51;2026-08-06 18:52;1;short;2026-08-06 18:50
2026-08-07T21:57:00.000+01:00,GCLOSE;233;CHFJPY;A2:14;2026-08-06 18:59;2026-08-06 19:00;1;long;2026-08-06 18:49
2026-08-07T21:57:00.000+01:00,GCLOSE;234;GBPUSD;A2:14;2026-08-06 20:26;2026-08-06 20:27;1;short;2026-08-06 20:17
2026-08-07T21:57:00.000+01:00,GCLOSE;235;USDCHF;A2:14;2026-08-06 20:56;2026-08-06 20:59;2;short;2026-08-06 20:55
2026-08-07T21:57:00.000+01:00,GCLOSE;236;CADJPY;A2:14;2026-08-06 21:12;2026-08-06 21:13;1;long;2026-08-06 20:31
2026-08-07T21:57:00.000+01:00,GCLOSE;237;USDJPY;A2:14;2026-08-06 21:02;2026-08-06 21:14;2;long;2026-08-06 21:01
2026-08-07T21:57:00.000+01:00,GCLOSE;238;GBPJPY;A1:13;2026-08-06 21:32;2026-08-06 21:33;1;short;2026-08-06 21:17
2026-08-07T21:57:00.000+01:00,GCLOSE;239;GBPCHF;A2:14;2026-08-06 21:54;2026-08-06 21:57;2;long;2026-08-06 20:56
2026-08-07T21:57:00.000+01:00,GCLOSE;240;EURGBP;C1:11;2026-08-06 22:22;2026-08-06 22:24;2;long;2026-08-06 22:06
2026-08-07T21:57:00.000+01:00,GCLOSE;241;CHFJPY;B2:28;2026-08-06 22:27;2026-08-06 22:29;2;short;2026-08-06 22:18
2026-08-07T21:57:00.000+01:00,GCLOSE;242;EURAUD;C1:11;2026-08-06 23:25;2026-08-06 23:26;1;long;2026-08-06 23:24
2026-08-07T21:57:00.000+01:00,GCLOSE;243;CHFJPY;A2:14;2026-08-06 23:40;2026-08-06 23:41;1;short;2026-08-06 23:39
2026-08-07T21:57:00.000+01:00,GCLOSE;244;GBPJPY;A2:14;2026-08-06 23:40;2026-08-06 23:47;2;short;2026-08-06 23:39
2026-08-07T21:57:00.000+01:00,GCLOSE;245;EURUSD;A2:14;2026-08-07 00:18;2026-08-07 00:19;1;long;2026-08-07 00:11
2026-08-07T21:57:00.000+01:00,GCLOSE;246;GBPAUD;A1:13;2026-08-07 00:42;2026-08-07 00:43;1;short;2026-08-06 23:05
2026-08-07T21:57:00.000+01:00,GCLOSE;247;EURGBP;A2:14;2026-08-07 01:08;2026-08-07 01:17;2;long;2026-08-07 01:07
2026-08-07T21:57:00.000+01:00,GCLOSE;248;EURCAD;A2:14;2026-08-07 01:16;2026-08-07 01:17;1;short;2026-08-07 00:37
2026-08-07T21:57:00.000+01:00,GCLOSE;249;CADJPY;B1:25;2026-08-07 01:06;2026-08-07 01:17;2;long;2026-08-07 01:03
2026-08-07T21:57:00.000+01:00,GCLOSE;250;EURCAD;B2:28;2026-08-07 01:19;2026-08-07 01:49;2;long;2026-08-07 01:18
2026-08-07T21:57:00.000+01:00,GCLOSE;251;USDCAD;A2:14;2026-08-07 02:56;2026-08-07 02:58;2;long;2026-08-07 02:54
2026-08-07T21:57:00.000+01:00,GCLOSE;252;EURUSD;A2:14;2026-08-07 02:56;2026-08-07 03:00;3;short;2026-08-07 02:54
2026-08-07T21:57:00.000+01:00,GCLOSE;253;EURAUD;B2:28;2026-08-07 03:34;2026-08-07 03:35;1;long;2026-08-07 03:33
2026-08-07T21:57:00.000+01:00,GCLOSE;254;AUDUSD;A2:14;2026-08-07 03:23;2026-08-07 03:37;2;short;2026-08-07 03:15
2026-08-07T21:57:00.000+01:00,GCLOSE;255;AUDCAD;A2:14;2026-08-07 04:19;2026-08-07 04:20;1;short;2026-08-07 04:01
2026-08-07T21:57:00.000+01:00,GCLOSE;256;EURGBP;C1:11;2026-08-07 04:25;2026-08-07 04:26;1;long;2026-08-07 04:12
2026-08-07T21:57:00.000+01:00,GCLOSE;257;EURUSD;A2:14;2026-08-07 04:59;2026-08-07 05:00;1;long;2026-08-07 04:29
2026-08-07T21:57:00.000+01:00,GCLOSE;258;GBPCHF;A2:14;2026-08-07 04:47;2026-08-07 05:00;3;short;2026-08-07 04:30
2026-08-07T21:57:00.000+01:00,GCLOSE;259;CADCHF;A2:14;2026-08-07 04:47;2026-08-07 05:00;2;short;2026-08-07 04:36
2026-08-07T21:57:00.000+01:00,GCLOSE;260;AUDUSD;A2:14;2026-08-07 05:42;2026-08-07 05:43;1;short;2026-08-07 05:33
2026-08-07T21:57:00.000+01:00,GCLOSE;261;GBPAUD;B2:28;2026-08-07 05:42;2026-08-07 05:43;1;long;2026-08-07 05:14
2026-08-07T21:57:00.000+01:00,GCLOSE;262;EURGBP;B2:28;2026-08-07 05:23;2026-08-07 05:54;3;long;2026-08-07 05:11
2026-08-07T21:57:00.000+01:00,GCLOSE;263;AUDCAD;A2:14;2026-08-07 06:13;2026-08-07 06:14;1;long;2026-08-07 06:11
2026-08-07T21:57:00.000+01:00,GCLOSE;264;USDJPY;A2:14;2026-08-07 06:30;2026-08-07 06:37;2;short;2026-08-07 06:29
2026-08-07T21:57:00.000+01:00,GCLOSE;265;GBPCAD;A2:14;2026-08-07 07:02;2026-08-07 07:03;1;long;2026-08-07 06:51
2026-08-07T21:57:00.000+01:00,GCLOSE;266;AUDCHF;A2:14;2026-08-07 06:50;2026-08-07 08:12;7;long;2026-08-07 06:38
2026-08-07T21:57:00.000+01:00,GCLOSE;267;AUDCAD;A2:14;2026-08-07 08:34;2026-08-07 08:38;2;long;2026-08-07 08:27
2026-08-07T21:57:00.000+01:00,GCLOSE;268;USDCAD;A2:14;2026-08-07 09:06;2026-08-07 09:08;2;long;2026-08-07 09:01
2026-08-07T21:57:00.000+01:00,GCLOSE;269;GBPJPY;A2:14;2026-08-07 08:55;2026-08-07 09:08;4;short;2026-08-07 07:35
2026-08-07T21:57:00.000+01:00,GCLOSE;270;CADJPY;A2:14;2026-08-07 09:18;2026-08-07 09:19;1;long;2026-08-07 09:17
2026-08-07T21:57:00.000+01:00,GCLOSE;271;USDJPY;A2:14;2026-08-07 09:18;2026-08-07 09:49;2;short;2026-08-07 09:17
2026-08-07T21:57:00.000+01:00,GCLOSE;272;AUDUSD;A2:14;2026-08-07 09:49;2026-08-07 09:50;1;long;2026-08-07 09:48
2026-08-07T21:57:00.000+01:00,GCLOSE;273;EURAUD;A2:14;2026-08-07 10:18;2026-08-07 10:19;1;long;2026-08-07 10:17
2026-08-07T21:57:00.000+01:00,GCLOSE;274;EURAUD;A2:14;2026-08-07 11:18;2026-08-07 11:20;2;long;2026-08-07 11:07
2026-08-07T21:57:00.000+01:00,GCLOSE;275;AUDCHF;A2:14;2026-08-07 11:39;2026-08-07 11:40;1;short;2026-08-07 11:13
2026-08-07T21:57:00.000+01:00,GCLOSE;276;AUDCAD;A2:14;2026-08-07 12:19;2026-08-07 12:21;2;short;2026-08-07 11:55
2026-08-07T21:57:00.000+01:00,GCLOSE;277;GBPJPY;A2:14;2026-08-07 13:05;2026-08-07 13:06;1;long;2026-08-07 13:04
2026-08-07T21:57:00.000+01:00,GCLOSE;278;USDCAD;A2:14;2026-08-07 13:15;2026-08-07 13:16;1;short;2026-08-07 13:07
2026-08-07T21:57:00.000+01:00,GCLOSE;279;CADJPY;A2:14;2026-08-07 13:19;2026-08-07 13:34;2;short;2026-08-07 13:18
2026-08-07T21:57:00.000+01:00,GCLOSE;280;GBPAUD;A2:14;2026-08-07 13:35;2026-08-07 13:36;1;short;2026-08-07 13:34
2026-08-07T21:57:00.000+01:00,GCLOSE;281;GBPJPY;B2:28;2026-08-07 13:36;2026-08-07 13:37;1;short;2026-08-07 13:07
2026-08-07T21:57:00.000+01:00,GCLOSE;282;USDJPY;B2:28;2026-08-07 13:42;2026-08-07 13:43;1;short;2026-08-07 13:37
2026-08-07T21:57:00.000+01:00,GCLOSE;283;CHFJPY;A2:14;2026-08-07 13:48;2026-08-07 13:49;1;long;2026-08-07 13:47
2026-08-07T21:57:00.000+01:00,GCLOSE;284;CADJPY;A2:14;2026-08-07 14:02;2026-08-07 14:03;1;long;2026-08-07 14:01
2026-08-07T21:57:00.000+01:00,GCLOSE;285;USDCAD;A2:14;2026-08-07 14:36;2026-08-07 14:44;2;short;2026-08-07 14:35
2026-08-07T21:57:00.000+01:00,GCLOSE;286;EURUSD;B2:28;2026-08-07 14:47;2026-08-07 14:54;2;short;2026-08-07 14:44
2026-08-07T21:57:00.000+01:00,GCLOSE;287;GBPUSD;A2:14;2026-08-07 14:44;2026-08-07 14:54;4;short;2026-08-07 14:37
2026-08-07T21:57:00.000+01:00,GCLOSE;288;AUDCAD;A2:14;2026-08-07 15:23;2026-08-07 15:26;3;long;2026-08-07 15:22
2026-08-07T21:57:00.000+01:00,GCLOSE;289;AUDUSD;A2:14;2026-08-07 15:51;2026-08-07 15:52;1;short;2026-08-07 15:47
2026-08-07T21:57:00.000+01:00,GCLOSE;290;AUDCAD;D1:30;2026-08-07 15:51;2026-08-07 15:52;1;short;2026-08-07 15:46
2026-08-07T21:57:00.000+01:00,GCLOSE;291;AUDCAD;A2:14;2026-08-07 16:43;2026-08-07 17:07;4;long;2026-08-07 16:30
2026-08-07T21:57:00.000+01:00,GCLOSE;292;AUDUSD;A2:14;2026-08-07 17:10;2026-08-07 17:11;1;long;2026-08-07 17:09
2026-08-07T21:57:00.000+01:00,GCLOSE;293;USDCAD;A2:14;2026-08-07 16:42;2026-08-07 17:14;4;short;2026-08-07 16:32
2026-08-07T21:57:00.000+01:00,GCLOSE;294;CADJPY;A2:14;2026-08-07 17:07;2026-08-07 17:22;3;short;2026-08-07 16:54
2026-08-07T21:57:00.000+01:00,GCLOSE;295;GBPCAD;A2:14;2026-08-07 17:37;2026-08-07 17:38;1;short;2026-08-07 17:27
2026-08-07T21:57:00.000+01:00,GCLOSE;296;CADCHF;A2:14;2026-08-07 17:57;2026-08-07 17:58;1;long;2026-08-07 17:47
2026-08-07T21:57:00.000+01:00,GCLOSE;297;GBPCAD;B2:28;2026-08-07 18:07;2026-08-07 18:09;2;short;2026-08-07 17:55
2026-08-07T21:57:00.000+01:00,GCLOSE;298;USDJPY;A2:14;2026-08-07 19:19;2026-08-07 19:21;2;long;2026-08-07 19:16
2026-08-07T21:57:00.000+01:00,GCLOSE;299;EURAUD;A2:14;2026-08-07 19:30;2026-08-07 19:31;1;long;2026-08-07 18:49
2026-08-07T21:57:00.000+01:00,GCLOSE;300;AUDUSD;A2:14;2026-08-07 19:37;2026-08-07 19:41;3;long;2026-08-07 19:05
2026-08-07T21:57:00.000+01:00,GCLOSE;301;GBPCAD;A2:14;2026-08-07 19:42;2026-08-07 19:43;1;long;2026-08-07 19:05
2026-08-07T21:57:00.000+01:00,GCLOSE;302;CADJPY;A2:14;2026-08-07 19:50;2026-08-07 19:51;1;short;2026-08-07 19:16
2026-08-07T21:57:00.000+01:00,GCLOSE;303;GBPCHF;A1:13;2026-08-07 20:58;2026-08-07 20:59;1;long;2026-08-07 20:42
2026-08-07T21:57:00.000+01:00,GCLOSE;304;EURGBP;A2:14;2026-08-07 20:35;2026-08-07 21:38;3;long;2026-08-07 20:34
